transformer_id,transformer_type,risk_score,risk_level,root_cause,maintenance_action
6,Distribution Transformer,0.022727838,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.022682266,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
30,Distribution Transformer,0.02257304,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
38,Distribution Transformer,0.02254825,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
7,Distribution Transformer,0.022537362,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
44,Distribution Transformer,0.022496205,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
36,Distribution Transformer,0.02248197,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.022453113,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
48,Distribution Transformer,0.022380525,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
46,Distribution Transformer,0.022302078,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
33,Distribution Transformer,0.021810908,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
29,Distribution Transformer,0.021649605,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.02159052,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
8,Distribution Transformer,0.021549098,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
47,Distribution Transformer,0.021542273,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
42,Distribution Transformer,0.021483453,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
46,Distribution Transformer,0.021467214,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
45,Distribution Transformer,0.021420788,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
16,Distribution Transformer,0.021407763,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
36,Distribution Transformer,0.021392608,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
18,Distribution Transformer,0.021373276,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.02126118,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
29,Distribution Transformer,0.021226691,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
17,Distribution Transformer,0.021202207,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
29,Distribution Transformer,0.021086028,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
7,Distribution Transformer,0.021050466,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
26,Distribution Transformer,0.021019956,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.020970669,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
26,Distribution Transformer,0.020970535,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
39,Distribution Transformer,0.020830827,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
16,Distribution Transformer,0.020785395,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
13,Distribution Transformer,0.02068843,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
14,Distribution Transformer,0.02065041,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
2,Distribution Transformer,0.02058409,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
4,Distribution Transformer,0.020475449,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
35,Distribution Transformer,0.020257937,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
32,Distribution Transformer,0.020230386,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
33,Distribution Transformer,0.020124508,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
1,Distribution Transformer,0.020079114,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
29,Distribution Transformer,0.020076081,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.020039981,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
8,Distribution Transformer,0.020004096,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
46,Distribution Transformer,0.019966403,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
11,Distribution Transformer,0.019942489,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
35,Distribution Transformer,0.019782849,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.019752393,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
38,Distribution Transformer,0.019691968,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
35,Distribution Transformer,0.01966401,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
31,Distribution Transformer,0.019622888,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
6,Distribution Transformer,0.019578924,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
22,Distribution Transformer,0.019500535,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.01948604,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
17,Distribution Transformer,0.01942681,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
37,Distribution Transformer,0.0192759,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
9,Distribution Transformer,0.01926888,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
49,Distribution Transformer,0.019268358,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
33,Distribution Transformer,0.019176623,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.019154876,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
30,Distribution Transformer,0.019125154,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
13,Distribution Transformer,0.019122798,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.019112628,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
17,Distribution Transformer,0.019110633,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
23,Distribution Transformer,0.01904954,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.019027643,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.01898828,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
47,Distribution Transformer,0.018986588,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
35,Distribution Transformer,0.018923566,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
4,Distribution Transformer,0.018842746,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
34,Distribution Transformer,0.018842066,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
40,Distribution Transformer,0.018729916,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
29,Distribution Transformer,0.018685855,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
19,Distribution Transformer,0.01864681,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
43,Distribution Transformer,0.018633325,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.01861454,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
12,Distribution Transformer,0.018581675,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
3,Distribution Transformer,0.018456481,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.01832068,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
25,Distribution Transformer,0.018253464,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.018208489,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
31,Distribution Transformer,0.018174073,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
20,Distribution Transformer,0.01811093,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
25,Distribution Transformer,0.018018922,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
44,Distribution Transformer,0.017987603,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
45,Distribution Transformer,0.017912554,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
5,Distribution Transformer,0.01786717,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
10,Distribution Transformer,0.0178347,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
41,Distribution Transformer,0.01779938,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
32,Distribution Transformer,0.01778482,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
24,Distribution Transformer,0.01777273,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
12,Distribution Transformer,0.017745074,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
4,Distribution Transformer,0.017740944,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
40,Distribution Transformer,0.017713642,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
30,Distribution Transformer,0.01760975,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.017557947,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
1,Distribution Transformer,0.017467247,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
24,Distribution Transformer,0.017436454,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
28,Distribution Transformer,0.017343031,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
26,Distribution Transformer,0.01734095,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
44,Distribution Transformer,0.01725247,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.017251806,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
47,Distribution Transformer,0.017181426,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.017136129,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
38,Distribution Transformer,0.017065158,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
45,Distribution Transformer,0.016924415,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
44,Distribution Transformer,0.01690364,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
32,Distribution Transformer,0.016862344,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.01685707,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
38,Distribution Transformer,0.016854424,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
24,Distribution Transformer,0.016821524,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
44,Distribution Transformer,0.01673017,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.016729621,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
44,Distribution Transformer,0.016700936,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
9,Distribution Transformer,0.01669137,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
44,Distribution Transformer,0.016628096,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.016626272,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.016620947,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
17,Distribution Transformer,0.016558278,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.016506549,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
14,Distribution Transformer,0.016362377,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
47,Distribution Transformer,0.016338343,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
25,Distribution Transformer,0.01632424,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
10,Distribution Transformer,0.016306922,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
36,Distribution Transformer,0.016294451,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
29,Distribution Transformer,0.01626167,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.016222905,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.016216794,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
33,Distribution Transformer,0.01594149,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
17,Distribution Transformer,0.01590248,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
25,Distribution Transformer,0.015816009,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
17,Distribution Transformer,0.015804121,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
44,Distribution Transformer,0.015625099,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
45,Distribution Transformer,0.015532074,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.015523719,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
17,Distribution Transformer,0.015479968,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
33,Distribution Transformer,0.015469702,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
17,Distribution Transformer,0.0154516585,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
20,Distribution Transformer,0.015418933,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
45,Distribution Transformer,0.015151156,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
30,Distribution Transformer,0.015126451,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
7,Distribution Transformer,0.015059312,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
31,Distribution Transformer,0.014917192,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
17,Distribution Transformer,0.014906118,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.014868495,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
44,Distribution Transformer,0.014800071,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
17,Distribution Transformer,0.014771737,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
6,Distribution Transformer,0.014738768,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
12,Distribution Transformer,0.014690638,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.014646729,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.014567874,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
35,Distribution Transformer,0.014546765,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.01452974,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
12,Distribution Transformer,0.014497971,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
34,Distribution Transformer,0.014324812,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.014196644,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.01419645,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
42,Distribution Transformer,0.014173511,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
1,Distribution Transformer,0.014154091,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
43,Distribution Transformer,0.014095499,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
34,Distribution Transformer,0.0140681835,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
40,Distribution Transformer,0.013982133,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
32,Distribution Transformer,0.013924125,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
29,Distribution Transformer,0.013857795,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
45,Distribution Transformer,0.0138508435,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
33,Distribution Transformer,0.013835442,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
45,Distribution Transformer,0.013814931,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
25,Distribution Transformer,0.013753764,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
32,Distribution Transformer,0.013692175,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
19,Distribution Transformer,0.013683163,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
10,Distribution Transformer,0.013682758,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.013661133,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
37,Distribution Transformer,0.01363041,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
40,Distribution Transformer,0.013595746,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
21,Distribution Transformer,0.013570068,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
25,Distribution Transformer,0.013516156,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
14,Distribution Transformer,0.013397197,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
21,Distribution Transformer,0.013371401,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.013362684,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.013360609,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
2,Distribution Transformer,0.013346794,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
32,Distribution Transformer,0.01330413,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.013269192,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
32,Distribution Transformer,0.013233396,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
21,Distribution Transformer,0.013204156,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
6,Distribution Transformer,0.013198075,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
12,Distribution Transformer,0.013159076,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
4,Distribution Transformer,0.013071707,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
27,Distribution Transformer,0.01306795,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
36,Distribution Transformer,0.013036266,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
9,Distribution Transformer,0.013025204,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
19,Distribution Transformer,0.013002456,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
23,Distribution Transformer,0.012969446,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
36,Distribution Transformer,0.012918472,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
33,Distribution Transformer,0.012916077,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
9,Distribution Transformer,0.012892499,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
8,Distribution Transformer,0.012834843,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
49,Distribution Transformer,0.012775939,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
44,Distribution Transformer,0.012763303,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
35,Distribution Transformer,0.012698456,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
36,Distribution Transformer,0.012601486,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
45,Distribution Transformer,0.012536069,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
13,Distribution Transformer,0.012430983,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
41,Distribution Transformer,0.012218729,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
7,Distribution Transformer,0.012168687,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
36,Distribution Transformer,0.012140832,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
29,Distribution Transformer,0.012133885,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
48,Distribution Transformer,0.012127708,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
37,Distribution Transformer,0.012107478,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
18,Distribution Transformer,0.01207846,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
24,Distribution Transformer,0.011996421,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
33,Distribution Transformer,0.011859652,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
34,Distribution Transformer,0.011833154,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
48,Distribution Transformer,0.011814301,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
39,Distribution Transformer,0.011808902,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
43,Distribution Transformer,0.011760994,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
30,Distribution Transformer,0.011576839,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
24,Distribution Transformer,0.011556291,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
3,Distribution Transformer,0.011514465,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.011439204,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
21,Distribution Transformer,0.011435021,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.011419932,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
33,Distribution Transformer,0.011351804,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
44,Distribution Transformer,0.011330786,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
35,Distribution Transformer,0.011309648,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
29,Distribution Transformer,0.01130856,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
41,Distribution Transformer,0.011262818,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
30,Distribution Transformer,0.011140468,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
13,Distribution Transformer,0.010975032,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
12,Distribution Transformer,0.010919788,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.0108705135,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.010851176,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
23,Distribution Transformer,0.010722191,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
41,Distribution Transformer,0.010715396,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
33,Distribution Transformer,0.010668755,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
15,Distribution Transformer,0.010618508,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
2,Distribution Transformer,0.010580623,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
17,Distribution Transformer,0.010551167,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
10,Distribution Transformer,0.010490552,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
7,Distribution Transformer,0.010487132,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.010467149,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
3,Distribution Transformer,0.010423693,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
17,Distribution Transformer,0.010328035,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.010308252,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
34,Distribution Transformer,0.010305265,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
42,Distribution Transformer,0.010283228,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
42,Distribution Transformer,0.010212977,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
39,Distribution Transformer,0.010209372,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
25,Distribution Transformer,0.010198811,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.010195563,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
39,Distribution Transformer,0.010179862,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
16,Distribution Transformer,0.010135553,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
22,Distribution Transformer,0.010135414,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
25,Distribution Transformer,0.010134582,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
7,Distribution Transformer,0.010132238,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
17,Distribution Transformer,0.010114984,Low,Sudden Load Variation caused by irregular demand pattern,Stable condition — continue routine monitoring
27,Distribution Transformer,0.01004632,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
38,Distribution Transformer,0.010004305,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
11,Distribution Transformer,0.009998073,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
34,Distribution Transformer,0.009982595,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
13,Distribution Transformer,0.009893971,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
9,Distribution Transformer,0.009877641,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
2,Distribution Transformer,0.009865089,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
37,Distribution Transformer,0.009849196,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
